country,AEZ,FCT_id,food_grp_id,food_item_id,Food_grp,Food_name,suitable_class,Hrv_strt,Hrv_end
ETH,16,5256,5,256,Fruits and their products,"Mango, pale flesh, raw",3,10,12
ETH,16,5261,5,261,Fruits and their products,"Plantain, ripe, raw",1,7,9
ETH,16,5263,5,263,Fruits and their products,"Shea fruit pulp, raw",2,11,1
ETH,16,5264,5,264,Fruits and their products,"Sweet apple, fruit, raw",4,1,3
ETH,16,3132,3,132,Legumes and their products,"Beans, white, dried",1,0,2
ETH,16,3140,3,140,Legumes and their products,"Lentils, dried, raw",2,10,12
ETH,16,7315,7,315,Meat and poultry and their products,"Beef, meat, cured, corned, canned",4,6,8
ETH,16,7329,7,329,Meat and poultry and their products,"Chicken giblets, raw",1,10,12
ETH,16,7323,7,323,Meat and poultry and their products,"Chicken, light meat, flesh, raw",1,2,4
ETH,16,7336,7,336,Meat and poultry and their products,"Goat, meat, raw",1,4,6
ETH,16,7294,7,294,Meat and poultry and their products,"Lamb/mutton, meat, moderately fat, raw",1,2,4
ETH,16,7333,7,333,Meat and poultry and their products,"Mole cricket, blanched",4,10,12
ETH,16,7296,7,296,Meat and poultry and their products,"Pork, meat, approx. 20 % fat, boneless, raw",4,2,4
ETH,16,7297,7,297,Meat and poultry and their products,"Rabbit, flesh only, raw",2,2,4
ETH,16,10414,10,414,Milk and their products,"Cream, 13 % fat",2,11,1
ETH,16,10415,10,415,Milk and their products,"Infant formula, powder, for 3 months",2,4,6
ETH,16,10416,10,416,Milk and their products,"Infant formula, powder, for 6 months",1,7,9
ETH,16,10431,10,431,Milk and their products,"Margarine, fortified",4,1,3
ETH,16,10417,10,417,Milk and their products,"Milk, cow, partly skimmed, 1.5 % fat",1,9,11
ETH,16,10406,10,406,Milk and their products,"Milk, cow, powder, whole",4,4,6
ETH,16,10405,10,405,Milk and their products,"Milk, cow, whole, 3.5 % fat (includes pasteurised, sterilised and UHT)",2,4,6
ETH,16,10429,10,429,Milk and their products,"Palm oil, red",4,6,8
ETH,16,10424,10,424,Milk and their products,Vacherin cheese,1,4,6
ETH,16,12460,12,460,Miscellaneous,"Chilli pepper, dried",2,0,2
ETH,16,12463,12,463,Miscellaneous,"Cumin, seed",2,0,2
ETH,16,12467,12,467,Miscellaneous,"Mustard, prepared, yellow",3,8,10
ETH,16,12468,12,468,Miscellaneous,"Pepper, black",1,11,1
ETH,16,12469,12,469,Miscellaneous,Salt,4,5,7
ETH,16,12470,12,470,Miscellaneous,"Spices, mix, ground",1,10,12
ETH,16,12471,12,471,Miscellaneous,"Yeast, dried",1,8,10
ETH,16,6265,6,265,"Nuts, seeds and their products","Cashew nut, raw",2,6,8
ETH,16,6267,6,267,"Nuts, seeds and their products","Coconut, immature kernel, fresh, raw",1,7,9
ETH,16,6268,6,268,"Nuts, seeds and their products","Coconut, kernel, dried, raw",2,11,1
ETH,16,6271,6,271,"Nuts, seeds and their products","Dikanut, kernel, dried, raw",4,10,12
ETH,16,6273,6,273,"Nuts, seeds and their products","Groundnut, rose, shelled, dried, raw (Benin)",1,1,3
ETH,16,2080,2,80,"Starchy roots, tubers and their products",Cassava flour,1,12,2
ETH,16,2085,2,85,"Starchy roots, tubers and their products","Sweet potato, deep yellow, raw",2,1,3
ETH,16,2091,2,91,"Starchy roots, tubers and their products","Water yam, tuber, raw",3,4,6
ETH,16,4155,4,155,Vegetables and their products,"Cabbage, raw",3,3,5
ETH,16,4167,4,167,Vegetables and their products,"Okra fruit, raw",2,7,9
ETH,16,4194,4,194,Vegetables and their products,"Onions, dried",2,9,11
ETH,16,4170,4,170,Vegetables and their products,"Taro, leaves, raw",4,8,10
ETH,16,4218,4,218,Vegetables and their products,"Turnip, raw ",4,5,7
RWA,16,11438,11,438,Beverages,"Beer, millet (est. 3 % alcohol)",2,5,7
RWA,16,11439,11,439,Beverages,"Beer, sorghum (est. 3% alcohol)",4,10,12
RWA,16,11447,11,447,Beverages,"Juice, apple, canned or bottled",3,9,11
RWA,16,11448,11,448,Beverages,"Juice, grapefruit, canned, unsweetened",2,6,8
RWA,16,11452,11,452,Beverages,Ovaltine beverage with skimmed milk (without sugar; fortified),3,12,2
RWA,16,11450,11,450,Beverages,Ovaltine beverage with whole milk (without sugar; fortified),2,11,1
RWA,16,1044,1,44,Cereals and their products,"Bread, maize flour, yellow, with milk and egg",1,2,4
RWA,16,1047,1,47,Cereals and their products,"Bread, wheat, white for toasting",1,10,12
RWA,16,1002,1,2,Cereals and their products,"Fonio, black, whole grain, raw",2,7,9
RWA,16,1059,1,59,Cereals and their products,"Maize, white, flour degermed ",1,4,6
RWA,16,1076,1,76,Cereals and their products,"Maize, white, stiff porridge* (without salt)",2,8,10
RWA,16,1054,1,54,Cereals and their products,"Maize, yellow, flour of whole-grain",4,8,10
RWA,16,1063,1,63,Cereals and their products,"Pearl millet, flour (without bran)",3,9,11
RWA,16,1034,1,34,Cereals and their products,"Rice, brown, raw",2,9,11
RWA,16,1065,1,65,Cereals and their products,"Rice, red native, hulled, raw",1,9,11
RWA,16,1036,1,36,Cereals and their products,"Rice, white, polished, raw",3,9,11
RWA,16,1072,1,72,Cereals and their products,"Sorghum, flour, degermed",3,6,8
RWA,16,9383,9,383,Fish and their products,"Mormyrids, raw",3,5,7
RWA,16,9389,9,389,Fish and their products,"Perch, Nile, raw",4,6,8
RWA,16,9398,9,398,Fish and their products,"Tilapia, raw",1,1,3
RWA,16,9363,9,363,Fish and their products,"White grouper, raw",2,1,3
RWA,16,5246,5,246,Fruits and their products,"Apple, without skin, raw",1,8,10
RWA,16,5247,5,247,Fruits and their products,"Banana, yellow flesh, raw",3,3,5
RWA,16,5225,5,225,Fruits and their products,"Breadfruit, raw",2,1,3
RWA,16,5233,5,233,Fruits and their products,"Lemon, raw",1,0,2
RWA,16,5234,5,234,Fruits and their products,"Mango, orange flesh,  raw",4,7,9
RWA,16,5237,5,237,Fruits and their products,"Pineapple, pulp, raw",4,3,5
RWA,16,5261,5,261,Fruits and their products,"Plantain, ripe, raw",1,2,4
RWA,16,5260,5,260,Fruits and their products,"Pomegranate, raw",1,7,9
RWA,16,5264,5,264,Fruits and their products,"Sweet apple, fruit, raw",2,1,3
RWA,16,7316,7,316,Meat and poultry and their products,"Bamboo caterpillar, deep fried",1,2,4
RWA,16,7320,7,320,Meat and poultry and their products,"Chicken, dark meat, flesh and skin, raw",3,1,3
RWA,16,7293,7,293,Meat and poultry and their products,"Chicken, dark meat, flesh, raw",2,0,2
RWA,16,7323,7,323,Meat and poultry and their products,"Chicken, light meat, flesh, raw",4,7,9
RWA,16,7336,7,336,Meat and poultry and their products,"Goat, meat, raw",3,9,11
RWA,16,7343,7,343,Meat and poultry and their products,"Lamb, liver, raw",1,6,8
RWA,16,10412,10,412,Milk and their products,"Cheese, Gouda",1,8,10
RWA,16,10415,10,415,Milk and their products,"Infant formula, powder, for 3 months",3,1,3
RWA,16,10431,10,431,Milk and their products,"Margarine, fortified",2,4,6
RWA,16,10422,10,422,Milk and their products,"Milk, camel, raw (average of different breeds)",2,8,10
RWA,16,10407,10,407,Milk and their products,"Milk, goat, raw",4,6,8
RWA,16,10408,10,408,Milk and their products,"Milk, human, mature, raw",1,0,2
RWA,16,12459,12,459,Miscellaneous,"Bay leaf, dried",3,9,11
RWA,16,12462,12,462,Miscellaneous,"Cube, beef, dry",2,0,2
RWA,16,12463,12,463,Miscellaneous,"Cumin, seed",1,10,12
RWA,16,12464,12,464,Miscellaneous,"Ginger, root, raw",3,11,1
RWA,16,12455,12,455,Miscellaneous,Honey,1,6,8
RWA,16,12457,12,457,Miscellaneous,Vinegar,2,8,10
RWA,16,6271,6,271,"Nuts, seeds and their products","Dikanut, kernel, dried, raw",2,3,5
RWA,16,6274,6,274,"Nuts, seeds and their products","Groundnut, red, shelled, dried, raw (Benin)",3,2,4
RWA,16,6276,6,276,"Nuts, seeds and their products","Sesame seeds, whole, dried, raw",3,8,10
RWA,16,6277,6,277,"Nuts, seeds and their products","Shea nut, seed kernel, dried, raw",3,1,3
RWA,16,2077,2,77,"Starchy roots, tubers and their products","Cassava, tuber, raw",1,0,2
RWA,16,2098,2,98,"Starchy roots, tubers and their products","Tiger nut, tuber, raw",1,1,3
RWA,16,4173,4,173,Vegetables and their products,"Amaranth leaves, raw",1,5,7
RWA,16,4155,4,155,Vegetables and their products,"Cabbage, raw",4,4,6
RWA,16,4158,4,158,Vegetables and their products,"Cassava, leaves, raw",2,7,9
RWA,16,4159,4,159,Vegetables and their products,"Cocoyam, leaves, raw",2,10,12
RWA,16,4181,4,181,Vegetables and their products,"Cowpea leaves, dried",4,3,5
RWA,16,4186,4,186,Vegetables and their products,"False sesame, leaves, raw",2,9,11
RWA,16,4165,4,165,Vegetables and their products,"Garlic, raw",3,9,11
RWA,16,4190,4,190,Vegetables and their products,"Lettuce, raw",3,8,10
ETH,17,11436,11,436,Beverages,Beer european (4.4 % alcohol),4,11,1
ETH,17,11444,11,444,Beverages,"Coffee, liquid",1,8,10
ETH,17,11447,11,447,Beverages,"Juice, apple, canned or bottled",2,5,7
ETH,17,11448,11,448,Beverages,"Juice, grapefruit, canned, unsweetened",3,3,5
ETH,17,11446,11,446,Beverages,"Juice, orange, unsweetened",2,0,2
ETH,17,11452,11,452,Beverages,Ovaltine beverage with skimmed milk (without sugar; fortified),1,8,10
ETH,17,11441,11,441,Beverages,Palm wine (est. 3.8 % alcohol),1,7,9
ETH,17,11442,11,442,Beverages,"Sap, palm, fresh (0.3 % alcohol)",3,4,6
ETH,17,11454,11,454,Beverages,"Water, tap",2,4,6
ETH,17,1045,1,45,Cereals and their products,"Bread/rolls, white",2,7,9
ETH,17,1057,1,57,Cereals and their products,"Maize, white, flour of whole grain",4,11,1
ETH,17,1060,1,60,Cereals and their products,"Maize, white, grit, degermed",3,8,10
ETH,17,1004,1,4,Cereals and their products,"Maize, white, whole kernel, dried, raw",1,3,5
ETH,17,1065,1,65,Cereals and their products,"Rice, red native, hulled, raw",4,10,12
ETH,17,1043,1,43,Cereals and their products,"Wheat flour, white",2,4,6
ETH,17,9358,9,358,Fish and their products,"Anchovy, fillet, raw",1,9,11
ETH,17,9359,9,359,Fish and their products,"Barracuda, raw",3,4,6
ETH,17,9378,9,378,Fish and their products,"Carp, raw",3,10,12
ETH,17,9383,9,383,Fish and their products,"Mormyrids, raw",1,8,10
ETH,17,9361,9,361,Fish and their products,"Sardine, raw",3,9,11
ETH,17,9394,9,394,Fish and their products,"Sardines in oil, canned (drained solids with bone)",4,2,4
ETH,17,5244,5,244,Fruits and their products,"Akee, pulp, raw",4,2,4
ETH,17,5232,5,232,Fruits and their products,"Landolphia, pulp, raw",4,7,9
ETH,17,5234,5,234,Fruits and their products,"Mango, orange flesh,  raw",3,5,7
ETH,17,5256,5,256,Fruits and their products,"Mango, pale flesh, raw",2,2,4
ETH,17,5261,5,261,Fruits and their products,"Plantain, ripe, raw",1,2,4
ETH,17,3115,3,115,Legumes and their products,"Cowpea, black, dried, raw",1,5,7
ETH,17,3140,3,140,Legumes and their products,"Lentils, dried, raw",3,11,1
ETH,17,3142,3,142,Legumes and their products,"Pigeon pea, dried, raw",2,10,12
ETH,17,3118,3,118,Legumes and their products,"Soya bean, dried, raw",4,3,5
ETH,17,7298,7,298,Meat and poultry and their products,"Ant flying, dried",1,4,6
ETH,17,7292,7,292,Meat and poultry and their products,"Beef, meat, 15-20  % fat, boneless, raw",1,6,8
ETH,17,7304,7,304,Meat and poultry and their products,"Beef, meat, approx. 30 % fat, boneless, raw",2,12,2
ETH,17,7299,7,299,Meat and poultry and their products,"Beef, meat, lean, boneless, raw",2,5,7
ETH,17,7293,7,293,Meat and poultry and their products,"Chicken, dark meat, flesh, raw",3,4,6
ETH,17,7326,7,326,Meat and poultry and their products,"Chicken, light meat, flesh and skin, raw",1,7,9
ETH,17,7334,7,334,Meat and poultry and their products,"Crocodile, raw",1,3,5
ETH,17,7345,7,345,Meat and poultry and their products,"Locust, raw",2,4,6
ETH,17,7333,7,333,Meat and poultry and their products,"Mole cricket, blanched",3,1,3
ETH,17,10414,10,414,Milk and their products,"Cream, 13 % fat",3,8,10
ETH,17,10428,10,428,Milk and their products,Groundnut oil,2,2,4
ETH,17,10416,10,416,Milk and their products,"Infant formula, powder, for 6 months",4,1,3
ETH,17,10431,10,431,Milk and their products,"Margarine, fortified",3,2,4
ETH,17,10421,10,421,Milk and their products,"Milk, cow powder, skimmed",1,0,2
ETH,17,10418,10,418,Milk and their products,"Milk, cow,  skimmed, 0.5 % fat",1,11,1
ETH,17,10419,10,419,Milk and their products,"Milk, cow, canned, condensed, sweetened",3,8,10
ETH,17,10417,10,417,Milk and their products,"Milk, cow, partly skimmed, 1.5 % fat",3,5,7
ETH,17,10429,10,429,Milk and their products,"Palm oil, red",1,7,9
ETH,17,10432,10,432,Milk and their products,"Palm oil, refined",4,3,5
ETH,17,10433,10,433,Milk and their products,Shea butter,2,3,5
ETH,17,12460,12,460,Miscellaneous,"Chilli pepper, dried",3,10,12
ETH,17,12464,12,464,Miscellaneous,"Ginger, root, raw",4,11,1
ETH,17,12455,12,455,Miscellaneous,Honey,2,2,4
ETH,17,12470,12,470,Miscellaneous,"Spices, mix, ground",2,11,1
ETH,17,12471,12,471,Miscellaneous,"Yeast, dried",1,1,3
ETH,17,6270,6,270,"Nuts, seeds and their products",Coconut water,1,8,10
ETH,17,6266,6,266,"Nuts, seeds and their products","Coconut, mature kernel, fresh, raw",4,8,10
ETH,17,6271,6,271,"Nuts, seeds and their products","Dikanut, kernel, dried, raw",4,11,1
ETH,17,6285,6,285,"Nuts, seeds and their products","Groundnut, combined varieties, shelled, dried, raw (Ghana)",3,4,6
ETH,17,2095,2,95,"Starchy roots, tubers and their products","Cassava sweet, tuber, dried",4,6,8
ETH,17,2083,2,83,"Starchy roots, tubers and their products","Potato, raw",2,7,9
ETH,17,2100,2,100,"Starchy roots, tubers and their products","Tiger nut, tuber dried",4,4,6
ETH,17,4181,4,181,Vegetables and their products,"Cowpea leaves, dried",3,6,8
ETH,17,4186,4,186,Vegetables and their products,"False sesame, leaves, raw",1,8,10
ETH,17,4154,4,154,Vegetables and their products,"Okra leaves, raw",4,2,4
ETH,17,4196,4,196,Vegetables and their products,"Peppers, chilli, raw",2,12,2
ETH,17,4205,4,205,Vegetables and their products,"Pumpkin leaves, dried",2,4,6
ETH,17,4201,4,201,Vegetables and their products,"Pumpkin, squash, raw",4,7,9
ETH,17,4169,4,169,Vegetables and their products,"Tamarind, leaves, raw",4,10,12
ETH,17,4172,4,172,Vegetables and their products,"Vernonia, leaves, raw",4,7,9
RWA,17,11444,11,444,Beverages,"Coffee, liquid",3,1,3
RWA,17,11447,11,447,Beverages,"Juice, apple, canned or bottled",4,8,10
RWA,17,11448,11,448,Beverages,"Juice, grapefruit, canned, unsweetened",1,0,2
RWA,17,11452,11,452,Beverages,Ovaltine beverage with skimmed milk (without sugar; fortified),2,10,12
RWA,17,1051,1,51,Cereals and their products,"Fonio, husked grains, boiled* (without salt)",2,4,6
RWA,17,1060,1,60,Cereals and their products,"Maize, white, grit, degermed",2,10,12
RWA,17,1004,1,4,Cereals and their products,"Maize, white, whole kernel, dried, raw",1,11,1
RWA,17,1015,1,15,Cereals and their products,"Millet, whole grain, raw",3,4,6
RWA,17,1063,1,63,Cereals and their products,"Pearl millet, flour (without bran)",1,12,2
RWA,17,1036,1,36,Cereals and their products,"Rice, white, polished, raw",1,10,12
RWA,17,1073,1,73,Cereals and their products,"Wheat, bran",2,7,9
RWA,17,9364,9,364,Fish and their products,"African carp, raw",4,9,11
RWA,17,9378,9,378,Fish and their products,"Carp, raw",3,5,7
RWA,17,5222,5,222,Fruits and their products,"Avocado, pulp, raw",1,0,2
RWA,17,5224,5,224,Fruits and their products,"Baobab, fruit/Monkey bread, pulp, raw",4,2,4
RWA,17,5253,5,253,Fruits and their products,"Fruit cocktail, canned in syrup",4,4,6
RWA,17,5234,5,234,Fruits and their products,"Mango, orange flesh,  raw",1,7,9
RWA,17,5256,5,256,Fruits and their products,"Mango, pale flesh, raw",3,10,12
RWA,17,5258,5,258,Fruits and their products,"Melon, cantaloup, raw",3,12,2
RWA,17,5257,5,257,Fruits and their products,"Melon, honeydew, raw",2,2,4
RWA,17,5261,5,261,Fruits and their products,"Plantain, ripe, raw",4,6,8
RWA,17,5238,5,238,Fruits and their products,"Soapberry, fruit, raw",3,6,8
RWA,17,5241,5,241,Fruits and their products,"Watermelon, fruit, raw",1,2,4
RWA,17,3137,3,137,Legumes and their products,"Cowpea, brown, dried, raw",1,6,8
RWA,17,3114,3,114,Legumes and their products,"Cowpea, dried, raw",4,4,6
RWA,17,3118,3,118,Legumes and their products,"Soya bean, dried, raw",2,5,7
RWA,17,7291,7,291,Meat and poultry and their products,"Beef liver, raw",4,5,7
RWA,17,7313,7,313,Meat and poultry and their products,"Beef,  ground, 10 % fat, raw",3,6,8
RWA,17,7307,7,307,Meat and poultry and their products,"Beef, meat, lean, cured, dried",3,7,9
RWA,17,7326,7,326,Meat and poultry and their products,"Chicken, light meat, flesh and skin, raw",3,7,9
RWA,17,7294,7,294,Meat and poultry and their products,"Lamb/mutton, meat, moderately fat, raw",1,0,2
RWA,17,7297,7,297,Meat and poultry and their products,"Rabbit, flesh only, raw",3,8,10
RWA,17,10412,10,412,Milk and their products,"Cheese, Gouda",1,11,1
RWA,17,10430,10,430,Milk and their products,Cottonseed oil,2,9,11
RWA,17,10414,10,414,Milk and their products,"Cream, 13 % fat",2,6,8
RWA,17,10428,10,428,Milk and their products,Groundnut oil,2,11,1
RWA,17,10416,10,416,Milk and their products,"Infant formula, powder, for 6 months",1,1,3
RWA,17,10431,10,431,Milk and their products,"Margarine, fortified",1,10,12
RWA,17,10420,10,420,Milk and their products,"Milk, cow, canned, evaporated",2,10,12
RWA,17,10407,10,407,Milk and their products,"Milk, goat, raw",1,3,5
RWA,17,10408,10,408,Milk and their products,"Milk, human, mature, raw",4,10,12
RWA,17,10429,10,429,Milk and their products,"Palm oil, red",3,0,2
RWA,17,10432,10,432,Milk and their products,"Palm oil, refined",3,9,11
RWA,17,10409,10,409,Milk and their products,"Yoghurt, whole milk, plain",3,11,1
RWA,17,12458,12,458,Miscellaneous,Anis seed,3,3,5
RWA,17,12461,12,461,Miscellaneous,"Cinnamon, ground",2,4,6
RWA,17,12464,12,464,Miscellaneous,"Ginger, root, raw",4,7,9
RWA,17,12467,12,467,Miscellaneous,"Mustard, prepared, yellow",2,4,6
RWA,17,6269,6,269,"Nuts, seeds and their products",Coconut milk ,2,7,9
RWA,17,6266,6,266,"Nuts, seeds and their products","Coconut, mature kernel, fresh, raw",3,9,11
RWA,17,6271,6,271,"Nuts, seeds and their products","Dikanut, kernel, dried, raw",4,5,7
RWA,17,6274,6,274,"Nuts, seeds and their products","Groundnut, red, shelled, dried, raw (Benin)",1,8,10
RWA,17,2080,2,80,"Starchy roots, tubers and their products",Cassava flour,3,8,10
RWA,17,4152,4,152,Vegetables and their products,"Baobab leaves, dried",3,6,8
RWA,17,4158,4,158,Vegetables and their products,"Cassava, leaves, raw",2,5,7
RWA,17,4160,4,160,Vegetables and their products,"Cowpea, leaves, raw",4,4,6
RWA,17,4190,4,190,Vegetables and their products,"Lettuce, raw",4,12,2
RWA,17,4209,4,209,Vegetables and their products,"Sweet potato, leaves, raw",4,5,7
RWA,17,4170,4,170,Vegetables and their products,"Taro, leaves, raw",1,7,9
RWA,17,4217,4,217,Vegetables and their products,"Tomato, powder",3,1,3
RWA,17,4218,4,218,Vegetables and their products,"Turnip, raw ",2,6,8
ETH,18,11436,11,436,Beverages,Beer european (4.4 % alcohol),4,10,12
ETH,18,11450,11,450,Beverages,Ovaltine beverage with whole milk (without sugar; fortified),2,8,10
ETH,18,11441,11,441,Beverages,Palm wine (est. 3.8 % alcohol),1,11,1
ETH,18,1046,1,46,Cereals and their products,"Bread, wheat, white",2,0,2
ETH,18,1047,1,47,Cereals and their products,"Bread, wheat, white for toasting",4,0,2
ETH,18,1052,1,52,Cereals and their products,"Macaroni, dried",4,1,3
ETH,18,1015,1,15,Cereals and their products,"Millet, whole grain, raw",3,10,12
ETH,18,1032,1,32,Cereals and their products,"Pearl millet, combined varieties, whole grain, raw",3,3,5
ETH,18,1063,1,63,Cereals and their products,"Pearl millet, flour (without bran)",1,10,12
ETH,18,1017,1,17,Cereals and their products,"Pearl millet, whole grain, raw (with bran)",2,8,10
ETH,18,1065,1,65,Cereals and their products,"Rice, red native, hulled, raw",4,8,10
ETH,18,1039,1,39,Cereals and their products,"Sorghum, whole grain, raw ",1,8,10
ETH,18,1073,1,73,Cereals and their products,"Wheat, bran",3,3,5
ETH,18,9394,9,394,Fish and their products,"Sardines in oil, canned (drained solids with bone)",1,2,4
ETH,18,5242,5,242,Fruits and their products,"African fan palm, fruit, pulp, raw",1,9,11
ETH,18,5245,5,245,Fruits and their products,"Apple, with skin, raw",2,7,9
ETH,18,5222,5,222,Fruits and their products,"Avocado, pulp, raw",2,11,1
ETH,18,5232,5,232,Fruits and their products,"Landolphia, pulp, raw",2,4,6
ETH,18,5236,5,236,Fruits and their products,"Papaya, fruit, ripe, raw",1,6,8
ETH,18,3112,3,112,Legumes and their products,"Bambara groundnut, red, dried, raw",1,7,9
ETH,18,3140,3,140,Legumes and their products,"Lentils, dried, raw",1,0,2
ETH,18,7316,7,316,Meat and poultry and their products,"Bamboo caterpillar, deep fried",3,11,1
ETH,18,7307,7,307,Meat and poultry and their products,"Beef, meat, lean, cured, dried",4,3,5
ETH,18,7311,7,311,Meat and poultry and their products,"Beef, tripe, raw",4,5,7
ETH,18,7329,7,329,Meat and poultry and their products,"Chicken giblets, raw",2,6,8
ETH,18,7341,7,341,Meat and poultry and their products,"Lamb, brain, raw",1,8,10
ETH,18,10411,10,411,Milk and their products,"Cheese, goat, hard type",4,5,7
ETH,18,10427,10,427,Milk and their products,Coconut oil,1,1,3
ETH,18,10428,10,428,Milk and their products,Groundnut oil,2,10,12
ETH,18,10416,10,416,Milk and their products,"Infant formula, powder, for 6 months",3,7,9
ETH,18,10434,10,434,Milk and their products,Soya oil,4,0,2
ETH,18,12460,12,460,Miscellaneous,"Chilli pepper, dried",2,10,12
ETH,18,12462,12,462,Miscellaneous,"Cube, beef, dry",2,1,3
ETH,18,6269,6,269,"Nuts, seeds and their products",Coconut milk ,2,1,3
ETH,18,6270,6,270,"Nuts, seeds and their products",Coconut water,2,6,8
ETH,18,6287,6,287,"Nuts, seeds and their products","Groundnut flour, with fat",3,6,8
ETH,18,6272,6,272,"Nuts, seeds and their products","Groundnut, shelled, dried, raw",3,10,12
ETH,18,6275,6,275,"Nuts, seeds and their products","Melon seeds, slightly salted, raw",4,8,10
ETH,18,2095,2,95,"Starchy roots, tubers and their products","Cassava sweet, tuber, dried",4,8,10
ETH,18,2081,2,81,"Starchy roots, tubers and their products","Cocoyam, tuber, raw ",4,6,8
ETH,18,2085,2,85,"Starchy roots, tubers and their products","Sweet potato, deep yellow, raw",2,9,11
ETH,18,2089,2,89,"Starchy roots, tubers and their products","Taro, tuber, raw",3,7,9
ETH,18,2098,2,98,"Starchy roots, tubers and their products","Tiger nut, tuber, raw",4,7,9
ETH,18,4160,4,160,Vegetables and their products,"Cowpea, leaves, raw",2,5,7
ETH,18,4163,4,163,Vegetables and their products,"Eggplant leaves, raw",1,12,2
ETH,18,4165,4,165,Vegetables and their products,"Garlic, raw",3,11,1
ETH,18,4188,4,188,Vegetables and their products,"Jute (bush-okra) leaves, raw",3,7,9
ETH,18,4167,4,167,Vegetables and their products,"Okra fruit, raw",1,1,3
ETH,18,4205,4,205,Vegetables and their products,"Pumpkin leaves, dried",2,6,8
ETH,18,4201,4,201,Vegetables and their products,"Pumpkin, squash, raw",3,3,5
ETH,18,4169,4,169,Vegetables and their products,"Tamarind, leaves, raw",1,5,7
ETH,18,4216,4,216,Vegetables and their products,"Tomato paste, concentrated",1,11,1
ETH,18,4217,4,217,Vegetables and their products,"Tomato, powder",3,5,7
ETH,18,4171,4,171,Vegetables and their products,"Tomato, red, ripe, raw",1,10,12
RWA,18,11438,11,438,Beverages,"Beer, millet (est. 3 % alcohol)",4,1,3
RWA,18,11446,11,446,Beverages,"Juice, orange, unsweetened",4,5,7
RWA,18,11450,11,450,Beverages,Ovaltine beverage with whole milk (without sugar; fortified),1,3,5
RWA,18,11443,11,443,Beverages,"Tea, infusion",4,2,4
RWA,18,1044,1,44,Cereals and their products,"Bread, maize flour, yellow, with milk and egg",4,9,11
RWA,18,1045,1,45,Cereals and their products,"Bread/rolls, white",3,7,9
RWA,18,1002,1,2,Cereals and their products,"Fonio, black, whole grain, raw",3,2,4
RWA,18,1039,1,39,Cereals and their products,"Sorghum, whole grain, raw ",1,2,4
RWA,18,1040,1,40,Cereals and their products,"Sorghum, whole grain, white, raw",4,11,1
RWA,18,8354,8,354,Eggs and their products,"Egg, chicken, raw",1,12,2
RWA,18,9358,9,358,Fish and their products,"Anchovy, fillet, raw",1,7,9
RWA,18,9375,9,375,Fish and their products,"Catfish, raw",2,2,4
RWA,18,9398,9,398,Fish and their products,"Tilapia, raw",4,9,11
RWA,18,5223,5,223,Fruits and their products,"Banana, white flesh, raw",1,9,11
RWA,18,5227,5,227,Fruits and their products,"Dattock, pulp, raw",2,6,8
RWA,18,5231,5,231,Fruits and their products,"Jujube, raw",3,11,1
RWA,18,5236,5,236,Fruits and their products,"Papaya, fruit, ripe, raw",1,3,5
RWA,18,5263,5,263,Fruits and their products,"Shea fruit pulp, raw",1,7,9
RWA,18,5238,5,238,Fruits and their products,"Soapberry, fruit, raw",3,3,5
RWA,18,5240,5,240,Fruits and their products,"Tamarind, fruit, ripe, raw",1,5,7
RWA,18,5241,5,241,Fruits and their products,"Watermelon, fruit, raw",4,3,5
RWA,18,3119,3,119,Legumes and their products,"African locust bean, seeds, dried",4,6,8
RWA,18,3120,3,120,Legumes and their products,"African yam bean, dried, raw",2,10,12
RWA,18,3132,3,132,Legumes and their products,"Beans, white, dried",2,12,2
RWA,18,3114,3,114,Legumes and their products,"Cowpea, dried, raw",1,12,2
RWA,18,3140,3,140,Legumes and their products,"Lentils, dried, raw",2,3,5
RWA,18,7309,7,309,Meat and poultry and their products,"Beef, kidney, raw",4,3,5
RWA,18,7329,7,329,Meat and poultry and their products,"Chicken giblets, raw",3,2,4
RWA,18,7320,7,320,Meat and poultry and their products,"Chicken, dark meat, flesh and skin, raw",1,1,3
RWA,18,7323,7,323,Meat and poultry and their products,"Chicken, light meat, flesh, raw",1,2,4
RWA,18,7317,7,317,Meat and poultry and their products,"Game meat, dried",1,2,4
RWA,18,7296,7,296,Meat and poultry and their products,"Pork, meat, approx. 20 % fat, boneless, raw",1,9,11
RWA,18,7295,7,295,Meat and poultry and their products,"Pork, meat, approx. 40 % fat, boneless, raw",1,5,7
RWA,18,7297,7,297,Meat and poultry and their products,"Rabbit, flesh only, raw",2,1,3
RWA,18,10412,10,412,Milk and their products,"Cheese, Gouda",4,9,11
RWA,18,10419,10,419,Milk and their products,"Milk, cow, canned, condensed, sweetened",3,9,11
RWA,18,10405,10,405,Milk and their products,"Milk, cow, whole, 3.5 % fat (includes pasteurised, sterilised and UHT)",2,7,9
RWA,18,10407,10,407,Milk and their products,"Milk, goat, raw",1,4,6
RWA,18,10429,10,429,Milk and their products,"Palm oil, red",2,10,12
RWA,18,10433,10,433,Milk and their products,Shea butter,4,10,12
RWA,18,10434,10,434,Milk and their products,Soya oil,2,3,5
RWA,18,12460,12,460,Miscellaneous,"Chilli pepper, dried",2,4,6
RWA,18,12465,12,465,Miscellaneous,"Ginger, roots, dried",2,10,12
RWA,18,12467,12,467,Miscellaneous,"Mustard, prepared, yellow",1,10,12
